Stock,Entry Date,Entry Price,Exit Date,Exit Price,P&L (%),Days Held,Outcome
INDUSTOWER.NS,2023-02-23,173.86,2023-02-23,165.17,-5.0,0,Stop Loss
INDUSTOWER.NS,2023-06-01,159.88,2023-07-26,175.87,10.0,55,Target Hit
INDUSTOWER.NS,2024-02-07,226.39,2024-02-07,215.07,-5.0,0,Stop Loss
INDUSTOWER.NS,2024-06-26,351.44,2024-07-01,386.58,10.0,5,Target Hit
INDUSTOWER.NS,2024-07-26,434.67,2024-08-05,412.94,-5.0,10,Stop Loss
INDUSTOWER.NS,2024-11-19,332.72,2024-12-05,365.99,10.0,16,Target Hit
INDUSTOWER.NS,2025-04-08,367.71,2025-04-21,404.48,10.0,13,Target Hit
INDUSTOWER.NS,2025-06-16,390.4,2025-06-19,404.48,3.61,3,Target Hit
INDUSINDBK.NS,2020-07-02,485.17,2020-07-08,533.69,10.0,6,Target Hit
INDUSINDBK.NS,2020-10-21,622.38,2020-10-21,591.26,-5.0,0,Stop Loss
INDUSINDBK.NS,2020-09-28,520.14,2020-10-01,572.15,10.0,3,Target Hit
INDUSINDBK.NS,2021-01-29,807.86,2021-02-01,888.65,10.0,3,Target Hit
INDUSINDBK.NS,2021-04-29,909.81,2021-05-14,864.32,-5.0,15,Stop Loss
INDUSINDBK.NS,2021-04-27,850.02,2021-05-18,935.02,10.0,21,Target Hit
INDUSINDBK.NS,2021-05-18,931.24,2021-07-08,1024.36,10.0,51,Target Hit
INDUSINDBK.NS,2021-12-30,852.43,2022-01-24,809.81,-5.0,25,Stop Loss
INDUSINDBK.NS,2022-04-29,972.45,2022-05-05,923.83,-5.0,6,Stop Loss
INDUSINDBK.NS,2022-04-04,942.81,2022-05-06,895.67,-5.0,32,Stop Loss
INDUSINDBK.NS,2022-04-01,941.07,2022-05-06,894.02,-5.0,35,Stop Loss
INDUSINDBK.NS,2022-03-10,892.77,2022-05-02,982.05,10.0,53,Target Hit
INDUSINDBK.NS,2022-08-23,1054.93,2022-09-14,1160.42,10.0,22,Target Hit
INDUSINDBK.NS,2023-05-10,1142.34,2023-05-29,1256.57,10.0,19,Target Hit
INDUSINDBK.NS,2024-03-27,1515.87,2024-04-19,1440.08,-5.0,23,Stop Loss
INDUSINDBK.NS,2025-03-12,669.07,2025-03-12,635.62,-5.0,0,Stop Loss
INDUSINDBK.NS,2025-04-08,695.64,2025-04-16,765.2,10.0,8,Target Hit
INDUSINDBK.NS,2025-04-29,844.76,2025-05-12,802.52,-5.0,13,Stop Loss
INDUSINDBK.NS,2025-05-02,853.69,2025-05-09,811.01,-5.0,7,Stop Loss
INDUSINDBK.NS,2025-06-06,843.34,2025-06-19,811.01,-3.83,13,Stop Loss
INDUSINDBK.NS,2025-05-20,796.11,2025-05-22,756.3,-5.0,2,Stop Loss
INDUSINDBK.NS,2025-05-22,785.35,2025-05-22,746.08,-5.0,0,Stop Loss
NAUKRI.NS,2020-11-12,683.05,2020-11-18,751.36,10.0,6,Target Hit
NAUKRI.NS,2021-04-23,925.38,2021-05-10,879.11,-5.0,17,Stop Loss
NAUKRI.NS,2021-04-19,902.73,2021-04-19,857.59,-5.0,0,Stop Loss
NAUKRI.NS,2022-02-15,895.28,2022-02-18,850.52,-5.0,3,Stop Loss
NAUKRI.NS,2022-05-27,702.11,2022-05-31,772.32,10.0,4,Target Hit
NAUKRI.NS,2022-06-23,717.08,2022-07-19,788.79,10.0,26,Target Hit
NAUKRI.NS,2022-08-24,827.71,2022-09-16,786.32,-5.0,23,Stop Loss
NAUKRI.NS,2023-03-27,689.56,2023-05-08,758.52,10.0,42,Target Hit
NAUKRI.NS,2023-06-02,833.42,2023-06-06,791.75,-5.0,4,Stop Loss
NAUKRI.NS,2024-04-29,1206.95,2024-05-16,1146.6,-5.0,17,Stop Loss
NAUKRI.NS,2024-08-16,1461.34,2024-09-19,1607.47,10.0,34,Target Hit
NAUKRI.NS,2025-01-03,1810.29,2025-01-07,1719.78,-5.0,4,Stop Loss
NAUKRI.NS,2025-02-06,1598.48,2025-02-11,1518.56,-5.0,5,Stop Loss
NAUKRI.NS,2025-05-15,1505.78,2025-05-27,1430.49,-5.0,12,Stop Loss
NAUKRI.NS,2025-04-08,1304.91,2025-04-24,1435.4,10.0,16,Target Hit
NAUKRI.NS,2025-05-09,1382.61,2025-05-16,1520.87,10.0,7,Target Hit
INFY.NS,2020-09-14,848.67,2020-10-05,933.54,10.0,21,Target Hit
INFY.NS,2021-06-08,1281.03,2021-06-24,1409.13,10.0,16,Target Hit
INFY.NS,2021-10-14,1597.63,2022-01-10,1696.51,6.19,88,Max Hold
INFY.NS,2022-03-08,1629.55,2022-04-18,1548.07,-5.0,41,Stop Loss
INFY.NS,2022-07-05,1395.42,2022-07-14,1325.65,-5.0,9,Stop Loss
INFY.NS,2022-09-13,1437.7,2022-09-14,1365.82,-5.0,1,Stop Loss
INFY.NS,2022-09-12,1410.68,2022-09-15,1340.15,-5.0,3,Stop Loss
INFY.NS,2022-11-01,1459.81,2023-01-05,1386.82,-5.0,65,Stop Loss
INFY.NS,2023-09-05,1403.2,2023-10-13,1333.04,-5.0,38,Stop Loss
INFY.NS,2023-12-06,1418.69,2024-01-15,1560.56,10.0,40,Target Hit
INFY.NS,2024-05-09,1391.7,2024-06-27,1530.87,10.0,49,Target Hit
INFY.NS,2024-12-12,1957.32,2024-12-24,1859.45,-5.0,12,Stop Loss
INFY.NS,2024-11-06,1771.15,2024-12-11,1948.27,10.0,35,Target Hit
INFY.NS,2025-03-20,1589.09,2025-04-01,1509.64,-5.0,12,Stop Loss
INFY.NS,2025-06-11,1625.0,2025-06-19,1509.64,-7.1,8,Stop Loss
INFY.NS,2025-05-12,1505.25,2025-06-19,1509.64,0.29,38,Stop Loss
INFY.NS,2025-04-23,1460.14,2025-05-12,1606.15,10.0,19,Target Hit
INFY.NS,2025-06-17,1640.77,2025-06-19,1606.15,-2.11,2,Target Hit
INOXWIND.NS,2020-08-10,10.4,2020-08-25,11.44,10.0,15,Target Hit
INOXWIND.NS,2020-07-21,9.41,2020-07-24,8.94,-4.99,3,Stop Loss
INOXWIND.NS,2020-09-04,12.19,2020-09-04,11.58,-5.0,0,Stop Loss
INOXWIND.NS,2020-11-19,12.05,2020-11-19,11.45,-4.98,0,Stop Loss
INOXWIND.NS,2020-09-18,11.12,2020-09-18,10.56,-5.04,0,Stop Loss
INOXWIND.NS,2020-12-16,15.58,2020-12-16,14.8,-5.01,0,Stop Loss
INOXWIND.NS,2020-12-14,14.02,2020-12-16,15.42,9.99,2,Target Hit
INOXWIND.NS,2020-12-21,16.13,2020-12-21,15.32,-5.02,0,Stop Loss
INOXWIND.NS,2021-01-04,16.38,2021-01-04,15.56,-5.01,0,Stop Loss
INOXWIND.NS,2021-01-27,16.17,2021-02-11,17.79,10.02,15,Target Hit
INOXWIND.NS,2021-01-29,16.6,2021-02-11,18.26,10.0,13,Target Hit
INOXWIND.NS,2021-02-01,16.72,2021-02-03,15.88,-5.02,2,Stop Loss
INOXWIND.NS,2021-02-15,18.42,2021-02-15,17.5,-4.99,0,Stop Loss
INOXWIND.NS,2021-02-25,17.24,2021-03-23,18.96,9.98,26,Target Hit
INOXWIND.NS,2021-06-21,21.16,2021-06-21,20.1,-5.01,0,Stop Loss
INOXWIND.NS,2021-07-26,26.65,2021-07-26,29.32,10.02,0,Target Hit
INOXWIND.NS,2021-12-02,32.74,2021-12-02,31.1,-5.01,0,Stop Loss
INOXWIND.NS,2022-02-07,32.75,2022-02-14,31.11,-5.01,7,Stop Loss
INOXWIND.NS,2022-01-28,30.71,2022-02-07,33.78,10.0,10,Target Hit
INOXWIND.NS,2022-04-13,30.13,2022-04-20,28.62,-5.01,7,Stop Loss
INOXWIND.NS,2022-03-23,28.85,2022-03-31,27.41,-4.99,8,Stop Loss
INOXWIND.NS,2022-03-03,28.42,2022-03-03,27.0,-5.0,0,Stop Loss
INOXWIND.NS,2022-05-18,24.51,2022-05-18,23.28,-5.02,0,Stop Loss
INOXWIND.NS,2022-05-31,22.02,2022-06-02,24.22,9.99,2,Target Hit
INOXWIND.NS,2022-08-01,23.2,2022-08-02,25.52,10.0,1,Target Hit
INOXWIND.NS,2022-07-05,20.18,2022-07-06,19.17,-5.0,1,Stop Loss
INOXWIND.NS,2022-07-19,20.39,2022-07-25,19.37,-5.0,6,Stop Loss
INOXWIND.NS,2022-08-29,27.67,2022-08-29,26.29,-4.99,0,Stop Loss
INOXWIND.NS,2022-09-15,39.3,2022-09-16,37.33,-5.01,1,Stop Loss
INOXWIND.NS,2023-04-24,26.14,2023-04-24,24.83,-5.01,0,Stop Loss
INOXWIND.NS,2023-05-24,28.98,2023-05-29,31.88,10.01,5,Target Hit
INOXWIND.NS,2023-06-06,35.22,2023-06-07,33.46,-5.0,1,Stop Loss
INOXWIND.NS,2023-11-06,57.03,2023-11-06,54.18,-5.0,0,Stop Loss
INOXWIND.NS,2024-01-25,114.8,2024-02-02,126.28,10.0,8,Target Hit
INOXWIND.NS,2024-02-14,131.24,2024-02-15,144.36,10.0,1,Target Hit
INOXWIND.NS,2024-04-22,149.18,2024-04-25,164.1,10.0,3,Target Hit
INOXWIND.NS,2024-04-08,140.93,2024-04-15,133.88,-5.0,7,Stop Loss
INOXWIND.NS,2024-03-28,133.89,2024-04-22,147.28,10.0,25,Target Hit
INOXWIND.NS,2024-03-07,127.19,2024-03-07,120.83,-5.0,0,Stop Loss
INOXWIND.NS,2024-03-22,120.98,2024-03-28,133.08,10.0,6,Target Hit
INOXWIND.NS,2024-03-14,114.94,2024-03-14,109.19,-5.0,0,Stop Loss
INOXWIND.NS,2024-04-18,142.39,2024-04-18,135.27,-5.0,0,Stop Loss
INOXWIND.NS,2024-07-09,167.43,2024-07-09,159.06,-5.0,0,Stop Loss
INOXWIND.NS,2024-06-03,150.71,2024-06-04,143.17,-5.0,1,Stop Loss
INOXWIND.NS,2024-08-02,181.58,2024-08-02,172.5,-5.0,0,Stop Loss
INOXWIND.NS,2024-08-12,182.97,2024-08-12,201.27,10.0,0,Target Hit
INOXWIND.NS,2025-01-14,158.47,2025-01-14,150.55,-5.0,0,Stop Loss
INOXWIND.NS,2025-01-29,145.75,2025-01-29,160.33,10.0,0,Target Hit
INOXWIND.NS,2025-02-04,175.32,2025-02-04,166.55,-5.0,0,Stop Loss
INOXWIND.NS,2025-03-07,172.08,2025-03-07,163.48,-5.0,0,Stop Loss
INOXWIND.NS,2025-03-20,170.98,2025-03-26,162.43,-5.0,6,Stop Loss
INOXWIND.NS,2025-04-15,156.93,2025-04-21,172.62,10.0,6,Target Hit
INOXWIND.NS,2025-05-07,168.09,2025-05-08,159.69,-5.0,1,Stop Loss
INOXWIND.NS,2025-05-12,163.6,2025-05-16,179.96,10.0,4,Target Hit
INTELLECT.NS,2020-06-29,108.66,2020-07-16,119.53,10.0,17,Target Hit
INTELLECT.NS,2020-06-26,104.93,2020-06-30,115.42,10.0,4,Target Hit
INTELLECT.NS,2020-09-11,193.41,2020-09-11,183.74,-5.0,0,Stop Loss
INTELLECT.NS,2020-09-11,193.36,2020-09-11,183.69,-5.0,0,Stop Loss
INTELLECT.NS,2020-09-08,188.72,2020-09-16,207.59,10.0,8,Target Hit
INTELLECT.NS,2020-10-23,251.37,2020-10-26,238.8,-5.0,3,Stop Loss
INTELLECT.NS,2021-04-15,709.92,2021-04-15,674.42,-5.0,0,Stop Loss
INTELLECT.NS,2021-04-20,693.28,2021-05-06,762.61,10.0,16,Target Hit
INTELLECT.NS,2021-07-23,829.88,2021-07-28,788.39,-5.0,5,Stop Loss
INTELLECT.NS,2021-06-21,747.86,2021-06-28,710.47,-5.0,7,Stop Loss
INTELLECT.NS,2022-01-28,758.25,2022-02-07,720.34,-5.0,10,Stop Loss
INTELLECT.NS,2022-02-18,691.41,2022-02-18,656.84,-5.0,0,Stop Loss
INTELLECT.NS,2022-03-04,676.18,2022-03-04,642.37,-5.0,0,Stop Loss
INTELLECT.NS,2022-03-04,672.19,2022-03-04,638.58,-5.0,0,Stop Loss
INTELLECT.NS,2022-03-08,685.05,2022-03-16,753.56,10.0,8,Target Hit
INTELLECT.NS,2022-05-30,651.91,2022-06-13,619.31,-5.0,14,Stop Loss
INTELLECT.NS,2022-06-24,651.81,2022-07-01,619.22,-5.0,7,Stop Loss
INTELLECT.NS,2022-09-01,594.56,2022-09-16,564.83,-5.0,15,Stop Loss
INTELLECT.NS,2023-04-03,421.09,2023-05-09,463.2,10.0,36,Target Hit
INTELLECT.NS,2023-04-11,435.73,2023-04-17,413.94,-5.0,6,Stop Loss
INTELLECT.NS,2023-10-30,654.85,2023-11-28,720.34,10.0,29,Target Hit
INTELLECT.NS,2024-02-23,955.82,2024-02-23,908.03,-5.0,0,Stop Loss
INTELLECT.NS,2024-06-12,1041.82,2024-07-23,989.73,-5.0,41,Stop Loss
INTELLECT.NS,2024-08-28,1020.05,2024-09-30,969.05,-5.0,33,Stop Loss
INTELLECT.NS,2024-10-30,778.97,2024-10-30,740.02,-5.0,0,Stop Loss
INTELLECT.NS,2024-12-23,854.0,2024-12-23,939.4,10.0,0,Target Hit
INTELLECT.NS,2024-12-26,981.29,2024-12-26,932.23,-5.0,0,Stop Loss
INTELLECT.NS,2025-01-13,927.54,2025-01-22,881.16,-5.0,9,Stop Loss
INTELLECT.NS,2025-03-21,703.04,2025-04-04,667.89,-5.0,14,Stop Loss
INTELLECT.NS,2025-04-15,688.19,2025-04-15,757.01,10.0,0,Target Hit
INDIGO.NS,2020-07-30,927.94,2020-07-30,881.54,-5.0,0,Stop Loss
INDIGO.NS,2020-09-04,1307.95,2020-09-04,1242.55,-5.0,0,Stop Loss
INDIGO.NS,2020-10-29,1319.57,2020-11-09,1451.53,10.0,11,Target Hit
INDIGO.NS,2020-12-22,1537.14,2020-12-22,1460.28,-5.0,0,Stop Loss
INDIGO.NS,2021-01-29,1624.66,2021-01-29,1543.43,-5.0,0,Stop Loss
INDIGO.NS,2021-05-04,1679.89,2021-06-07,1847.88,10.0,34,Target Hit
INDIGO.NS,2021-04-27,1614.56,2021-05-28,1776.02,10.0,31,Target Hit
INDIGO.NS,2021-04-27,1585.39,2021-05-26,1743.93,10.0,29,Target Hit
INDIGO.NS,2022-01-11,2113.03,2022-01-24,2007.38,-5.0,13,Stop Loss
INDIGO.NS,2021-12-03,1940.86,2021-12-20,1843.82,-5.0,17,Stop Loss
INDIGO.NS,2022-02-07,2006.03,2022-02-08,2206.63,10.0,1,Target Hit
INDIGO.NS,2022-03-28,1956.62,2022-04-18,1858.79,-5.0,21,Stop Loss
INDIGO.NS,2022-03-16,1912.4,2022-03-21,1816.78,-5.0,5,Stop Loss
INDIGO.NS,2022-03-10,1758.68,2022-03-17,1934.55,10.0,7,Target Hit
INDIGO.NS,2022-05-23,1730.33,2022-05-25,1643.81,-5.0,2,Stop Loss
INDIGO.NS,2023-04-27,2025.77,2023-05-03,2228.35,10.0,6,Target Hit
INDIGO.NS,2023-10-12,2600.08,2023-10-20,2470.08,-5.0,8,Stop Loss
INDIGO.NS,2024-03-11,3167.81,2024-03-26,3484.59,10.0,15,Target Hit
INDIGO.NS,2024-04-22,3661.9,2024-05-02,4028.09,10.0,10,Target Hit
INDIGO.NS,2024-08-23,4657.93,2024-10-25,4425.03,-5.0,63,Stop Loss
INDIGO.NS,2024-09-12,4957.05,2024-10-03,4709.2,-5.0,21,Stop Loss
INDIGO.NS,2024-12-03,4453.42,2024-12-20,4230.75,-5.0,17,Stop Loss
INDIGO.NS,2024-12-20,4478.16,2024-12-20,4254.25,-5.0,0,Stop Loss
INDIGO.NS,2025-01-30,4313.38,2025-03-06,4744.72,10.0,35,Target Hit
INDIGO.NS,2025-04-08,5200.88,2025-05-09,4940.84,-5.0,31,Stop Loss
INDIGO.NS,2025-05-12,5428.44,2025-06-19,4940.84,-8.98,38,Stop Loss
INDIGO.NS,2025-05-12,5248.92,2025-06-19,4940.84,-5.87,38,Stop Loss
INDIGO.NS,2025-06-09,5528.4,2025-06-13,5251.98,-5.0,4,Stop Loss
IGIL.NS,2025-01-23,553.61,2025-01-23,525.93,-5.0,0,Stop Loss
IGIL.NS,2025-02-19,433.07,2025-02-21,411.42,-5.0,2,Stop Loss
IGIL.NS,2025-03-24,373.58,2025-03-27,354.9,-5.0,3,Stop Loss
IGIL.NS,2025-03-18,318.7,2025-03-18,302.76,-5.0,0,Stop Loss
IGIL.NS,2025-03-18,310.08,2025-03-18,294.58,-5.0,0,Stop Loss
IGIL.NS,2025-04-03,398.92,2025-04-07,378.97,-5.0,4,Stop Loss
IGIL.NS,2025-05-15,390.0,2025-05-22,370.5,-5.0,7,Stop Loss
IGIL.NS,2025-05-12,352.92,2025-05-14,388.21,10.0,2,Target Hit
IKS.NS,2025-02-25,1880.37,2025-02-28,1786.35,-5.0,3,Stop Loss
IKS.NS,2025-04-21,1448.91,2025-05-12,1593.8,10.0,21,Target Hit
IKS.NS,2025-06-13,1760.83,2025-06-13,1672.79,-5.0,0,Stop Loss
IPCALAB.NS,2022-02-15,974.72,2022-02-24,925.98,-5.0,9,Stop Loss
IPCALAB.NS,2022-02-25,965.27,2022-03-30,1061.8,10.0,33,Target Hit
IPCALAB.NS,2023-06-26,738.27,2023-06-26,701.36,-5.0,0,Stop Loss
IPCALAB.NS,2024-01-29,1118.77,2024-02-08,1230.65,10.0,10,Target Hit
IPCALAB.NS,2024-03-28,1219.21,2024-04-10,1341.13,10.0,13,Target Hit
IPCALAB.NS,2024-05-08,1315.43,2024-05-08,1249.66,-5.0,0,Stop Loss
IPCALAB.NS,2024-06-28,1106.77,2024-06-28,1051.43,-5.0,0,Stop Loss
IPCALAB.NS,2025-03-19,1353.54,2025-03-27,1488.89,10.0,8,Target Hit
IPCALAB.NS,2025-03-27,1461.92,2025-04-01,1388.82,-5.0,5,Stop Loss
IPCALAB.NS,2025-04-21,1427.24,2025-05-07,1355.88,-5.0,16,Stop Loss
JBCHEPHARM.NS,2020-09-08,376.88,2020-09-15,414.57,10.0,7,Target Hit
JBCHEPHARM.NS,2020-11-02,492.14,2020-11-02,467.53,-5.0,0,Stop Loss
JBCHEPHARM.NS,2020-11-02,490.22,2020-11-02,465.71,-5.0,0,Stop Loss
JBCHEPHARM.NS,2020-11-27,471.66,2020-12-16,518.83,10.0,19,Target Hit
JBCHEPHARM.NS,2021-09-06,831.15,2021-09-28,914.27,10.0,22,Target Hit
JBCHEPHARM.NS,2021-11-24,783.94,2021-12-31,862.33,10.0,37,Target Hit
JBCHEPHARM.NS,2022-02-16,807.58,2022-02-24,767.2,-5.0,8,Stop Loss
JBCHEPHARM.NS,2022-03-09,779.25,2022-03-14,740.29,-5.0,5,Stop Loss
JBCHEPHARM.NS,2022-04-26,842.05,2022-05-02,799.95,-5.0,6,Stop Loss
JBCHEPHARM.NS,2022-07-22,824.05,2022-08-05,906.46,10.0,14,Target Hit
JBCHEPHARM.NS,2022-05-27,790.82,2022-06-10,751.28,-5.0,14,Stop Loss
JBCHEPHARM.NS,2022-06-21,722.46,2022-07-11,794.71,10.0,20,Target Hit
JBCHEPHARM.NS,2023-03-20,976.07,2023-03-20,927.27,-5.0,0,Stop Loss
JBCHEPHARM.NS,2023-05-25,992.28,2023-05-25,942.67,-5.0,0,Stop Loss
JBCHEPHARM.NS,2023-07-11,1172.86,2023-07-12,1290.15,10.0,1,Target Hit
JBCHEPHARM.NS,2024-07-12,1745.67,2024-07-29,1920.24,10.0,17,Target Hit
JBCHEPHARM.NS,2024-08-05,1949.37,2024-08-05,1851.9,-5.0,0,Stop Loss
JBCHEPHARM.NS,2025-06-11,1742.92,2025-06-19,1851.9,6.25,8,Stop Loss
JBCHEPHARM.NS,2025-04-11,1559.94,2025-05-19,1715.93,10.0,38,Target Hit
JKCEMENT.NS,2020-09-14,1472.26,2020-10-09,1619.49,10.0,25,Target Hit
JKCEMENT.NS,2021-04-20,2890.27,2021-04-23,2745.76,-5.0,3,Stop Loss
JKCEMENT.NS,2022-02-25,2934.77,2022-02-25,2788.03,-5.0,0,Stop Loss
JKCEMENT.NS,2022-04-05,2661.12,2022-04-25,2528.06,-5.0,20,Stop Loss
JKCEMENT.NS,2022-08-30,2688.09,2022-09-09,2956.9,10.0,10,Target Hit
JKCEMENT.NS,2023-02-08,2666.59,2023-02-21,2933.25,10.0,13,Target Hit
JKCEMENT.NS,2024-06-13,4284.06,2024-09-05,4712.47,10.0,84,Target Hit
JKCEMENT.NS,2024-10-28,4187.1,2024-11-13,3977.75,-5.0,16,Stop Loss
JKCEMENT.NS,2025-04-15,5092.45,2025-05-26,5601.7,10.0,41,Target Hit
JKCEMENT.NS,2025-04-15,5053.79,2025-05-26,5559.17,10.0,41,Target Hit
JKCEMENT.NS,2025-05-12,5162.73,2025-06-05,5679.0,10.0,24,Target Hit
JBMA.NS,2020-08-05,44.49,2020-08-05,48.94,10.0,0,Target Hit
JBMA.NS,2020-08-25,48.7,2020-08-28,53.57,10.0,3,Target Hit
JBMA.NS,2020-09-28,43.83,2020-09-28,48.21,9.99,0,Target Hit
JBMA.NS,2021-01-19,68.33,2021-01-20,75.16,10.0,1,Target Hit
JBMA.NS,2021-01-28,76.19,2021-02-03,83.81,10.0,6,Target Hit
JBMA.NS,2021-03-04,88.57,2021-03-09,84.14,-5.0,5,Stop Loss
JBMA.NS,2021-03-04,88.58,2021-03-09,84.15,-5.0,5,Stop Loss
JBMA.NS,2021-03-23,86.75,2021-03-25,82.41,-5.0,2,Stop Loss
JBMA.NS,2021-05-03,82.49,2021-05-03,78.37,-4.99,0,Stop Loss
JBMA.NS,2021-04-28,77.0,2021-05-03,84.7,10.0,5,Target Hit
JBMA.NS,2021-04-30,77.41,2021-05-03,85.15,10.0,3,Target Hit
JBMA.NS,2021-04-27,76.02,2021-04-27,72.22,-5.0,0,Stop Loss
JBMA.NS,2021-11-17,181.11,2021-11-17,172.05,-5.0,0,Stop Loss
JBMA.NS,2021-11-30,190.77,2021-11-30,181.23,-5.0,0,Stop Loss
JBMA.NS,2022-04-19,290.19,2022-04-26,275.68,-5.0,7,Stop Loss
JBMA.NS,2022-04-06,262.5,2022-04-19,288.75,10.0,13,Target Hit
JBMA.NS,2022-02-23,249.38,2022-02-24,236.91,-5.0,1,Stop Loss
JBMA.NS,2022-03-14,246.86,2022-03-14,234.52,-5.0,0,Stop Loss
JBMA.NS,2022-02-25,234.52,2022-02-25,222.79,-5.0,0,Stop Loss
JBMA.NS,2022-03-03,219.62,2022-03-04,208.64,-5.0,1,Stop Loss
JBMA.NS,2022-03-09,211.27,2022-03-11,232.4,10.0,2,Target Hit
JBMA.NS,2022-03-08,200.72,2022-03-10,220.79,10.0,2,Target Hit
JBMA.NS,2022-05-10,252.1,2022-05-10,239.49,-5.0,0,Stop Loss
JBMA.NS,2022-05-20,235.24,2022-05-24,223.48,-5.0,4,Stop Loss
JBMA.NS,2022-08-10,218.57,2022-08-10,207.64,-5.0,0,Stop Loss
JBMA.NS,2022-09-01,206.42,2022-09-19,196.1,-5.0,18,Stop Loss
JBMA.NS,2022-10-07,210.61,2022-10-11,200.08,-5.0,4,Stop Loss
JBMA.NS,2022-12-27,251.66,2022-12-27,239.08,-5.0,0,Stop Loss
JBMA.NS,2023-02-17,274.25,2023-02-17,260.54,-5.0,0,Stop Loss
JBMA.NS,2023-11-22,662.59,2023-11-22,629.46,-5.0,0,Stop Loss
JBMA.NS,2024-04-18,896.53,2024-05-02,986.18,10.0,14,Target Hit
JBMA.NS,2024-04-22,897.01,2024-05-02,986.71,10.0,10,Target Hit
JBMA.NS,2024-08-13,993.02,2024-08-13,943.37,-5.0,0,Stop Loss
JBMA.NS,2024-08-13,941.13,2024-09-12,1035.24,10.0,30,Target Hit
JBMA.NS,2025-04-11,618.73,2025-04-16,680.6,10.0,5,Target Hit
JBMA.NS,2025-05-12,694.77,2025-05-12,660.03,-5.0,0,Stop Loss
JBMA.NS,2025-05-12,657.08,2025-05-15,722.79,10.0,3,Target Hit
JBMA.NS,2025-06-16,723.69,2025-06-16,687.51,-5.0,0,Stop Loss
JKTYRE.NS,2020-06-25,62.25,2020-08-13,59.14,-5.0,49,Stop Loss
JKTYRE.NS,2020-10-23,65.01,2020-10-23,71.51,10.0,0,Target Hit
JKTYRE.NS,2020-11-10,70.37,2020-11-12,77.41,10.0,2,Target Hit
JKTYRE.NS,2021-02-03,129.48,2021-02-03,123.01,-5.0,0,Stop Loss
JKTYRE.NS,2021-04-30,116.76,2021-04-30,110.92,-5.0,0,Stop Loss
JKTYRE.NS,2021-04-23,107.22,2021-04-23,101.86,-5.0,0,Stop Loss
JKTYRE.NS,2021-05-03,118.91,2021-05-03,112.96,-5.0,0,Stop Loss
JKTYRE.NS,2021-08-03,147.73,2021-08-03,140.34,-5.0,0,Stop Loss
JKTYRE.NS,2021-10-19,156.64,2021-10-25,148.81,-5.0,6,Stop Loss
JKTYRE.NS,2021-09-22,152.03,2021-09-28,144.43,-5.0,6,Stop Loss
JKTYRE.NS,2022-04-11,135.08,2022-04-12,128.33,-5.0,1,Stop Loss
JKTYRE.NS,2022-03-28,112.58,2022-03-28,106.95,-5.0,0,Stop Loss
JKTYRE.NS,2022-04-22,129.04,2022-04-25,122.59,-5.0,3,Stop Loss
JKTYRE.NS,2022-09-02,138.9,2022-09-06,152.79,10.0,4,Target Hit
JKTYRE.NS,2022-09-15,157.94,2022-09-15,173.73,10.0,0,Target Hit
JKTYRE.NS,2023-10-11,285.53,2023-10-11,271.25,-5.0,0,Stop Loss
JKTYRE.NS,2023-10-17,315.17,2023-10-23,299.41,-5.0,6,Stop Loss
JKTYRE.NS,2023-12-21,368.44,2024-01-02,405.28,10.0,12,Target Hit
JKTYRE.NS,2023-12-29,389.04,2024-01-19,427.94,10.0,21,Target Hit
JKTYRE.NS,2024-04-18,410.05,2024-05-07,389.55,-5.0,19,Stop Loss
JKTYRE.NS,2024-05-15,390.42,2024-05-22,429.46,10.0,7,Target Hit
JKTYRE.NS,2024-11-06,396.93,2024-11-06,377.08,-5.0,0,Stop Loss
JKTYRE.NS,2025-04-30,319.57,2025-04-30,303.59,-5.0,0,Stop Loss
JKTYRE.NS,2025-04-03,293.81,2025-04-04,279.12,-5.0,1,Stop Loss
JKTYRE.NS,2025-04-11,284.02,2025-04-22,312.42,10.0,11,Target Hit
JKTYRE.NS,2025-05-12,330.89,2025-05-21,363.98,10.0,9,Target Hit
JKTYRE.NS,2025-05-21,354.86,2025-05-21,390.35,10.0,0,Target Hit
JMFINANCIL.NS,2020-09-24,69.81,2020-09-24,66.32,-5.0,0,Stop Loss
JMFINANCIL.NS,2021-03-09,89.28,2021-03-09,84.82,-5.0,0,Stop Loss
JMFINANCIL.NS,2021-09-01,85.35,2021-09-02,81.08,-5.0,1,Stop Loss
JMFINANCIL.NS,2022-02-25,62.28,2022-02-25,59.17,-4.99,0,Stop Loss
JMFINANCIL.NS,2022-02-25,60.51,2022-02-25,57.48,-5.01,0,Stop Loss
JMFINANCIL.NS,2022-03-25,63.5,2022-03-29,60.32,-5.01,4,Stop Loss
JMFINANCIL.NS,2022-05-20,61.91,2022-05-25,58.81,-5.01,5,Stop Loss
JMFINANCIL.NS,2022-06-29,55.94,2022-07-11,61.53,9.99,12,Target Hit
JMFINANCIL.NS,2022-06-29,56.08,2022-07-11,61.69,10.0,12,Target Hit
JMFINANCIL.NS,2022-08-12,62.43,2022-08-12,59.31,-5.0,0,Stop Loss
JMFINANCIL.NS,2022-09-06,61.38,2022-09-23,67.52,10.0,17,Target Hit
JMFINANCIL.NS,2023-05-10,60.92,2023-05-10,57.87,-5.01,0,Stop Loss
JMFINANCIL.NS,2023-08-29,76.1,2023-09-04,83.71,10.0,6,Target Hit
