Stock,Entry Date,Entry Price,Exit Date,Exit Price,P&L (%),Days Held,Outcome
BASF.NS,2022-03-11,2884.27,2022-03-17,2740.06,-5.0,6,Stop Loss
BASF.NS,2022-03-11,2842.7,2022-04-18,2700.56,-5.0,38,Stop Loss
BASF.NS,2022-03-03,2774.84,2022-03-07,2636.1,-5.0,4,Stop Loss
BASF.NS,2022-05-30,2543.55,2022-06-13,2416.37,-5.0,14,Stop Loss
BASF.NS,2022-06-06,2722.26,2022-06-08,2586.15,-5.0,2,Stop Loss
BASF.NS,2024-04-01,3452.3,2024-04-09,3797.53,10.0,8,Target Hit
BASF.NS,2025-02-05,4319.96,2025-02-05,4103.96,-5.0,0,Stop Loss
BASF.NS,2025-02-12,4368.25,2025-02-12,4149.84,-5.0,0,Stop Loss
BASF.NS,2025-04-11,4485.91,2025-05-07,4261.61,-5.0,26,Stop Loss
BASF.NS,2025-05-08,4405.79,2025-05-19,4846.37,10.0,11,Target Hit
BEML.NS,2020-07-03,534.43,2020-07-14,507.71,-5.0,11,Stop Loss
BEML.NS,2020-09-18,532.86,2020-09-21,506.22,-5.0,3,Stop Loss
BEML.NS,2021-05-11,1060.98,2021-06-17,1167.08,10.0,37,Target Hit
BEML.NS,2021-05-10,1017.73,2021-05-12,1119.5,10.0,2,Target Hit
BEML.NS,2021-04-27,974.35,2021-05-11,1071.79,10.0,14,Target Hit
BEML.NS,2021-09-14,1149.07,2021-10-07,1263.98,10.0,23,Target Hit
BEML.NS,2021-12-21,1495.93,2021-12-21,1421.13,-5.0,0,Stop Loss
BEML.NS,2022-01-04,1386.88,2022-01-06,1525.57,10.0,2,Target Hit
BEML.NS,2022-02-23,1288.23,2022-02-24,1223.82,-5.0,1,Stop Loss
BEML.NS,2022-03-29,1334.41,2022-03-31,1467.85,10.0,2,Target Hit
BEML.NS,2022-03-15,1277.58,2022-03-30,1405.34,10.0,15,Target Hit
BEML.NS,2022-05-17,1194.39,2022-05-19,1134.67,-5.0,2,Stop Loss
BEML.NS,2022-08-10,1236.46,2022-08-11,1360.11,10.0,1,Target Hit
BEML.NS,2022-06-29,1079.21,2022-07-01,1025.25,-5.0,2,Stop Loss
BEML.NS,2022-08-08,1207.26,2022-08-11,1327.99,10.0,3,Target Hit
BEML.NS,2022-08-17,1500.31,2022-09-28,1425.29,-5.0,42,Stop Loss
BEML.NS,2022-08-30,1545.79,2022-09-08,1468.5,-5.0,9,Stop Loss
BEML.NS,2022-09-09,1547.22,2022-09-14,1469.86,-5.0,5,Stop Loss
BEML.NS,2022-09-21,1535.18,2022-09-26,1458.42,-5.0,5,Stop Loss
BEML.NS,2025-03-13,2608.53,2025-03-13,2478.1,-5.0,0,Stop Loss
BEML.NS,2025-04-09,3000.51,2025-04-09,2850.48,-5.0,0,Stop Loss
BEML.NS,2025-05-12,3060.68,2025-05-14,3366.75,10.0,2,Target Hit
BEML.NS,2025-06-13,4290.73,2025-06-19,3366.75,-21.53,6,Target Hit
BLS.NS,2020-07-21,17.04,2020-07-21,16.19,-4.99,0,Stop Loss
BLS.NS,2020-08-04,20.58,2020-08-04,19.55,-5.0,0,Stop Loss
BLS.NS,2020-08-03,19.56,2020-08-03,18.58,-5.01,0,Stop Loss
BLS.NS,2020-09-11,27.25,2020-09-15,25.89,-4.99,4,Stop Loss
BLS.NS,2020-08-31,25.9,2020-08-31,24.6,-5.02,0,Stop Loss
BLS.NS,2020-09-03,24.61,2020-09-11,27.07,10.0,8,Target Hit
BLS.NS,2020-09-02,23.39,2020-09-02,22.22,-5.0,0,Stop Loss
BLS.NS,2020-12-02,21.65,2020-12-10,20.57,-4.99,8,Stop Loss
BLS.NS,2020-12-23,21.5,2021-01-07,23.65,10.0,15,Target Hit
BLS.NS,2021-01-28,25.26,2021-01-28,24.0,-4.99,0,Stop Loss
BLS.NS,2021-02-26,26.09,2021-02-26,24.79,-4.98,0,Stop Loss
BLS.NS,2021-04-27,22.54,2021-04-27,21.41,-5.01,0,Stop Loss
BLS.NS,2021-07-15,34.56,2021-07-15,32.83,-5.01,0,Stop Loss
BLS.NS,2021-10-14,61.7,2021-10-14,58.62,-4.99,0,Stop Loss
BLS.NS,2021-11-08,57.16,2021-11-09,54.3,-5.0,1,Stop Loss
BLS.NS,2022-01-11,55.7,2022-01-11,52.92,-4.99,0,Stop Loss
BLS.NS,2021-12-14,52.93,2021-12-16,50.28,-5.01,2,Stop Loss
BLS.NS,2022-01-28,57.33,2022-02-02,63.06,9.99,5,Target Hit
BLS.NS,2022-01-25,52.45,2022-01-25,49.83,-5.0,0,Stop Loss
BLS.NS,2022-02-11,61.1,2022-02-11,58.04,-5.01,0,Stop Loss
BLS.NS,2022-02-16,59.58,2022-02-17,56.6,-5.0,1,Stop Loss
BLS.NS,2022-03-10,56.83,2022-03-15,53.99,-5.0,5,Stop Loss
BLS.NS,2022-02-28,53.74,2022-02-28,51.05,-5.01,0,Stop Loss
BLS.NS,2022-02-28,53.6,2022-03-10,58.96,10.0,10,Target Hit
BLS.NS,2022-03-02,54.77,2022-03-02,52.03,-5.0,0,Stop Loss
BLS.NS,2022-03-09,55.36,2022-03-23,60.9,10.01,14,Target Hit
BLS.NS,2022-05-20,95.03,2022-06-02,90.28,-5.0,13,Stop Loss
BLS.NS,2022-06-14,99.18,2022-06-14,94.22,-5.0,0,Stop Loss
BLS.NS,2022-07-12,108.78,2022-07-13,103.34,-5.0,1,Stop Loss
BLS.NS,2022-06-30,100.65,2022-06-30,95.62,-5.0,0,Stop Loss
BLS.NS,2022-08-30,124.57,2022-09-13,137.03,10.0,14,Target Hit
BLS.NS,2022-08-26,114.39,2022-08-30,125.83,10.0,4,Target Hit
BLS.NS,2022-08-30,119.03,2022-08-30,130.93,10.0,0,Target Hit
BLS.NS,2022-12-27,179.86,2022-12-28,170.87,-5.0,1,Stop Loss
BLS.NS,2022-12-26,160.09,2022-12-26,176.1,10.0,0,Target Hit
BLS.NS,2023-06-14,190.96,2023-06-28,210.06,10.0,14,Target Hit
BLS.NS,2023-12-22,309.42,2024-01-04,340.36,10.0,13,Target Hit
BLS.NS,2024-04-29,342.79,2024-05-07,325.65,-5.0,8,Stop Loss
BLS.NS,2024-04-22,333.78,2024-05-08,317.09,-5.0,16,Stop Loss
BLS.NS,2024-08-06,364.34,2024-08-08,400.77,10.0,2,Target Hit
BLS.NS,2024-09-04,437.85,2024-09-04,415.96,-5.0,0,Stop Loss
BLS.NS,2024-11-05,410.14,2024-11-13,389.63,-5.0,8,Stop Loss
BLS.NS,2024-12-20,494.96,2024-12-26,470.21,-5.0,6,Stop Loss
BLS.NS,2025-04-17,392.75,2025-04-25,373.11,-5.0,8,Stop Loss
BLS.NS,2025-05-12,350.17,2025-05-15,385.19,10.0,3,Target Hit
BSE.NS,2020-06-25,39.73,2020-06-29,37.74,-5.01,4,Stop Loss
BSE.NS,2020-09-14,53.05,2020-09-22,50.4,-5.0,8,Stop Loss
BSE.NS,2021-04-27,59.26,2021-05-06,65.19,10.01,9,Target Hit
BSE.NS,2021-04-22,57.42,2021-05-06,63.16,10.0,14,Target Hit
BSE.NS,2021-12-28,193.6,2022-01-04,183.92,-5.0,7,Stop Loss
BSE.NS,2022-03-09,213.91,2022-03-10,235.3,10.0,1,Target Hit
BSE.NS,2022-03-04,205.42,2022-03-07,195.15,-5.0,3,Stop Loss
BSE.NS,2022-03-21,279.45,2022-03-21,265.48,-5.0,0,Stop Loss
BSE.NS,2022-06-01,224.97,2022-06-02,213.72,-5.0,1,Stop Loss
BSE.NS,2022-08-30,204.88,2022-09-26,194.64,-5.0,27,Stop Loss
BSE.NS,2023-09-15,437.84,2023-09-18,415.95,-5.0,3,Stop Loss
BSE.NS,2023-09-27,429.37,2023-10-09,472.31,10.0,12,Target Hit
BSE.NS,2023-10-09,472.73,2023-10-20,520.0,10.0,11,Target Hit
BSE.NS,2024-02-27,789.93,2024-03-06,750.43,-5.0,8,Stop Loss
BSE.NS,2024-04-18,954.22,2024-04-19,906.51,-5.0,1,Stop Loss
BSE.NS,2024-08-19,896.49,2024-09-16,986.14,10.0,28,Target Hit
BSE.NS,2024-08-08,869.51,2024-09-05,956.46,10.0,28,Target Hit
BSE.NS,2024-11-07,1611.79,2024-11-11,1531.2,-5.0,4,Stop Loss
BSE.NS,2024-12-19,1910.32,2024-12-19,1814.8,-5.0,0,Stop Loss
BSE.NS,2025-02-20,1979.22,2025-02-20,1880.26,-5.0,0,Stop Loss
BSE.NS,2025-03-20,1510.52,2025-03-28,1661.57,10.0,8,Target Hit
BSE.NS,2025-04-11,1871.32,2025-04-21,2058.45,10.0,10,Target Hit
BSE.NS,2025-05-12,2269.0,2025-05-20,2495.9,10.0,8,Target Hit
BAJAJ-AUTO.NS,2021-04-23,3324.17,2021-05-19,3656.59,10.0,26,Target Hit
BAJAJ-AUTO.NS,2022-02-16,3374.78,2022-02-24,3206.04,-5.0,8,Stop Loss
BAJAJ-AUTO.NS,2022-03-17,3387.7,2022-05-06,3218.31,-5.0,50,Stop Loss
BAJAJ-AUTO.NS,2022-05-23,3587.25,2022-06-02,3407.89,-5.0,10,Stop Loss
BAJAJ-AUTO.NS,2024-01-25,7379.85,2024-02-16,8117.84,10.0,22,Target Hit
BAJAJ-AUTO.NS,2024-03-05,8285.09,2024-03-27,9113.6,10.0,22,Target Hit
BAJAJ-AUTO.NS,2024-08-16,9808.52,2024-08-29,10789.37,10.0,13,Target Hit
BAJAJ-AUTO.NS,2025-04-01,8036.43,2025-04-01,7634.61,-5.0,0,Stop Loss
BAJAJ-AUTO.NS,2025-04-15,7838.8,2025-05-19,8622.68,10.0,34,Target Hit
BAJFINANCE.NS,2020-07-01,252.61,2020-07-01,239.98,-5.0,0,Stop Loss
BAJFINANCE.NS,2020-11-05,314.92,2020-11-10,346.41,10.0,5,Target Hit
BAJFINANCE.NS,2020-11-04,302.27,2020-11-10,332.5,10.0,6,Target Hit
BAJFINANCE.NS,2020-10-22,281.26,2020-11-05,309.39,10.0,14,Target Hit
BAJFINANCE.NS,2021-03-12,482.24,2021-03-15,458.13,-5.0,3,Stop Loss
BAJFINANCE.NS,2021-04-28,423.9,2021-04-29,466.29,10.0,1,Target Hit
BAJFINANCE.NS,2021-04-22,401.65,2021-04-28,441.82,10.0,6,Target Hit
BAJFINANCE.NS,2021-05-04,477.19,2021-05-14,453.33,-5.0,10,Stop Loss
BAJFINANCE.NS,2021-05-03,474.32,2021-05-14,450.6,-5.0,11,Stop Loss
BAJFINANCE.NS,2021-06-10,521.44,2021-06-10,495.37,-5.0,0,Stop Loss
BAJFINANCE.NS,2021-07-06,529.11,2021-08-20,582.02,10.0,45,Target Hit
BAJFINANCE.NS,2022-02-01,615.79,2022-02-14,585.0,-5.0,13,Stop Loss
BAJFINANCE.NS,2022-02-15,620.02,2022-02-15,589.02,-5.0,0,Stop Loss
BAJFINANCE.NS,2022-03-30,619.56,2022-04-27,588.58,-5.0,28,Stop Loss
BAJFINANCE.NS,2022-03-30,622.94,2022-04-27,591.79,-5.0,28,Stop Loss
BAJFINANCE.NS,2022-03-10,578.14,2022-03-31,635.95,10.0,21,Target Hit
BAJFINANCE.NS,2022-05-27,514.23,2022-06-13,488.52,-5.0,17,Stop Loss
BAJFINANCE.NS,2022-07-01,501.17,2022-07-20,551.29,10.0,19,Target Hit
BAJFINANCE.NS,2022-08-30,648.0,2022-11-17,615.6,-5.0,79,Stop Loss
BAJFINANCE.NS,2023-11-16,665.7,2023-11-16,632.42,-5.0,0,Stop Loss
BAJFINANCE.NS,2023-12-14,678.43,2024-01-23,644.51,-5.0,40,Stop Loss
BAJFINANCE.NS,2024-03-28,662.69,2024-04-16,629.56,-5.0,19,Stop Loss
BAJFINANCE.NS,2024-06-21,672.2,2024-07-23,638.59,-5.0,32,Stop Loss
BAJFINANCE.NS,2025-02-27,813.99,2025-04-24,895.39,10.0,56,Target Hit
BAJFINANCE.NS,2025-04-11,845.66,2025-06-06,930.23,10.0,56,Target Hit
BAJFINANCE.NS,2025-05-16,881.95,2025-06-09,970.15,10.0,24,Target Hit
BAJFINANCE.NS,2025-06-16,955.59,2025-06-19,907.81,-5.0,3,Stop Loss
BAJAJFINSV.NS,2021-04-28,1045.13,2021-05-10,1149.64,10.0,12,Target Hit
BAJAJFINSV.NS,2021-04-28,1058.49,2021-05-26,1164.34,10.0,28,Target Hit
BAJAJFINSV.NS,2021-04-13,980.44,2021-04-13,931.42,-5.0,0,Stop Loss
BAJAJFINSV.NS,2021-04-23,1000.36,2021-04-29,1100.4,10.0,6,Target Hit
BAJAJFINSV.NS,2021-06-23,1237.7,2021-07-02,1175.82,-5.0,9,Stop Loss
BAJAJFINSV.NS,2021-07-22,1282.96,2021-07-29,1411.26,10.0,7,Target Hit
BAJAJFINSV.NS,2022-03-23,1669.61,2022-04-18,1586.13,-5.0,26,Stop Loss
BAJAJFINSV.NS,2022-02-23,1630.77,2022-02-24,1549.23,-5.0,1,Stop Loss
BAJAJFINSV.NS,2022-03-17,1643.13,2022-04-19,1560.97,-5.0,33,Stop Loss
BAJAJFINSV.NS,2022-03-10,1561.61,2022-03-30,1717.77,10.0,20,Target Hit
BAJAJFINSV.NS,2022-07-28,1440.02,2022-07-28,1368.02,-5.0,0,Stop Loss
BAJAJFINSV.NS,2022-05-31,1299.77,2022-06-06,1234.78,-5.0,6,Stop Loss
BAJAJFINSV.NS,2022-07-20,1247.96,2022-07-28,1372.76,10.0,8,Target Hit
BAJAJFINSV.NS,2022-08-30,1659.25,2022-09-13,1825.18,10.0,14,Target Hit
BAJAJFINSV.NS,2024-08-26,1655.92,2024-09-02,1821.51,10.0,7,Target Hit
BAJAJFINSV.NS,2025-04-11,1950.55,2025-06-19,1821.51,-6.62,69,Target Hit
BAJAJHLDNG.NS,2020-11-11,2358.76,2020-11-19,2594.64,10.0,8,Target Hit
BAJAJHLDNG.NS,2020-12-22,2913.91,2020-12-22,2768.21,-5.0,0,Stop Loss
BAJAJHLDNG.NS,2021-04-28,3223.6,2021-07-06,3545.96,10.0,69,Target Hit
BAJAJHLDNG.NS,2021-04-28,3194.1,2021-07-06,3513.51,10.0,69,Target Hit
BAJAJHLDNG.NS,2022-04-04,5344.56,2022-04-04,5879.02,10.0,0,Target Hit
BAJAJHLDNG.NS,2022-02-16,5053.74,2022-03-04,4801.05,-5.0,16,Stop Loss
BAJAJHLDNG.NS,2022-04-01,5209.06,2022-04-01,4948.61,-5.0,0,Stop Loss
BAJAJHLDNG.NS,2022-07-28,4973.07,2022-07-28,4724.42,-5.0,0,Stop Loss
BAJAJHLDNG.NS,2024-06-11,8490.46,2024-07-04,9339.51,10.0,23,Target Hit
BAJAJHLDNG.NS,2024-09-04,11055.3,2024-09-09,10502.53,-5.0,5,Stop Loss
BAJAJHLDNG.NS,2025-02-13,12114.64,2025-02-28,11508.91,-5.0,15,Stop Loss
BAJAJHLDNG.NS,2025-04-15,11737.04,2025-05-16,12910.74,10.0,31,Target Hit
BAJAJHLDNG.NS,2025-05-12,11779.98,2025-05-16,12957.98,10.0,4,Target Hit
BAJAJHFL.NS,2024-10-09,155.98,2024-10-10,148.18,-5.0,1,Stop Loss
BAJAJHFL.NS,2025-02-06,120.88,2025-02-11,114.84,-5.0,5,Stop Loss
BAJAJHFL.NS,2025-04-15,123.99,2025-04-24,136.39,10.0,9,Target Hit
BAJAJHFL.NS,2025-05-08,120.65,2025-06-19,136.39,13.05,42,Target Hit
BAJAJHFL.NS,2025-05-12,120.86,2025-06-19,136.39,12.85,38,Target Hit
BALKRISIND.NS,2020-11-03,1318.58,2020-11-11,1450.44,10.0,8,Target Hit
BALKRISIND.NS,2021-04-20,1667.45,2021-05-10,1834.2,10.0,20,Target Hit
BALKRISIND.NS,2021-09-07,2425.58,2021-09-21,2304.3,-5.0,14,Stop Loss
BALKRISIND.NS,2022-04-27,2165.49,2022-05-02,2057.22,-5.0,5,Stop Loss
BALKRISIND.NS,2022-03-10,1943.16,2022-04-05,2137.48,10.0,26,Target Hit
BALKRISIND.NS,2022-03-09,1905.41,2022-03-17,2095.95,10.0,8,Target Hit
BALKRISIND.NS,2022-03-08,1822.28,2022-03-16,2004.51,10.0,8,Target Hit
BALKRISIND.NS,2022-05-25,2126.23,2022-06-17,2019.92,-5.0,23,Stop Loss
BALKRISIND.NS,2022-07-06,2197.37,2022-08-08,2087.5,-5.0,33,Stop Loss
BALKRISIND.NS,2022-11-15,1882.27,2022-11-15,1788.16,-5.0,0,Stop Loss
BALKRISIND.NS,2023-04-12,1982.68,2023-05-10,2180.95,10.0,28,Target Hit
BALKRISIND.NS,2023-06-21,2488.06,2023-06-23,2363.66,-5.0,2,Stop Loss
BALKRISIND.NS,2024-09-13,3106.8,2024-10-03,2951.46,-5.0,20,Stop Loss
BALKRISIND.NS,2025-04-15,2435.81,2025-04-30,2679.39,10.0,15,Target Hit
BALKRISIND.NS,2025-05-09,2801.02,2025-05-20,2660.97,-5.0,11,Stop Loss
BALRAMCHIN.NS,2020-07-06,130.76,2020-07-08,124.22,-5.0,2,Stop Loss
BALRAMCHIN.NS,2020-10-09,155.87,2020-10-12,148.08,-5.0,3,Stop Loss
BALRAMCHIN.NS,2021-04-22,255.4,2021-04-22,242.63,-5.0,0,Stop Loss
BALRAMCHIN.NS,2021-08-17,353.13,2021-09-21,335.47,-5.0,35,Stop Loss
BALRAMCHIN.NS,2021-12-01,318.11,2021-12-20,302.2,-5.0,19,Stop Loss
BALRAMCHIN.NS,2022-02-22,393.16,2022-02-22,373.5,-5.0,0,Stop Loss
BALRAMCHIN.NS,2022-03-03,407.91,2022-03-10,448.7,10.0,7,Target Hit
BALRAMCHIN.NS,2022-06-10,398.96,2022-06-13,379.01,-5.0,3,Stop Loss
BALRAMCHIN.NS,2022-09-01,351.04,2022-09-26,333.49,-5.0,25,Stop Loss
BALRAMCHIN.NS,2023-12-29,414.35,2024-01-08,393.63,-5.0,10,Stop Loss
BALRAMCHIN.NS,2025-03-06,454.16,2025-03-19,499.58,10.0,13,Target Hit
BALRAMCHIN.NS,2025-04-16,562.99,2025-05-08,534.84,-5.0,22,Stop Loss
BALRAMCHIN.NS,2025-05-12,550.75,2025-06-03,605.83,10.0,22,Target Hit
BANDHANBNK.NS,2020-06-25,332.08,2020-06-25,315.48,-5.0,0,Stop Loss
BANDHANBNK.NS,2020-10-08,313.59,2020-10-15,297.91,-5.0,7,Stop Loss
BANDHANBNK.NS,2021-02-03,341.45,2021-02-05,324.38,-5.0,2,Stop Loss
BANDHANBNK.NS,2021-02-26,342.95,2021-03-15,325.8,-5.0,17,Stop Loss
BANDHANBNK.NS,2021-04-28,323.36,2021-05-05,307.19,-5.0,7,Stop Loss
BANDHANBNK.NS,2021-05-10,298.0,2021-05-10,283.1,-5.0,0,Stop Loss
BANDHANBNK.NS,2021-05-24,296.6,2021-06-21,326.26,10.0,28,Target Hit
BANDHANBNK.NS,2021-11-02,293.08,2021-11-26,278.43,-5.0,24,Stop Loss
BANDHANBNK.NS,2022-01-04,256.48,2022-01-13,282.13,10.0,9,Target Hit
BANDHANBNK.NS,2022-02-15,319.63,2022-02-22,303.65,-5.0,7,Stop Loss
BANDHANBNK.NS,2022-04-01,315.76,2022-04-01,299.97,-5.0,0,Stop Loss
BANDHANBNK.NS,2022-04-04,317.22,2022-05-11,301.36,-5.0,37,Stop Loss
BANDHANBNK.NS,2022-03-10,274.73,2022-03-10,260.99,-5.0,0,Stop Loss
BANDHANBNK.NS,2022-05-13,322.4,2022-05-13,306.28,-5.0,0,Stop Loss
BANDHANBNK.NS,2022-09-08,287.95,2022-09-23,273.55,-5.0,15,Stop Loss
BANDHANBNK.NS,2022-09-14,299.82,2022-09-16,284.83,-5.0,2,Stop Loss
BANDHANBNK.NS,2023-08-23,232.54,2023-09-28,255.79,10.0,36,Target Hit
BANDHANBNK.NS,2024-06-10,199.76,2024-07-10,189.77,-5.0,30,Stop Loss
BANDHANBNK.NS,2024-07-04,210.48,2024-07-08,199.96,-5.0,4,Stop Loss
BANDHANBNK.NS,2024-09-19,215.13,2024-09-25,204.37,-5.0,6,Stop Loss
BANDHANBNK.NS,2024-09-05,205.4,2024-09-09,195.13,-5.0,4,Stop Loss
BANDHANBNK.NS,2025-02-05,154.42,2025-02-11,146.7,-5.0,6,Stop Loss
BANDHANBNK.NS,2025-03-26,150.93,2025-04-07,143.38,-5.0,12,Stop Loss
BANDHANBNK.NS,2025-04-16,156.11,2025-04-24,171.72,10.0,8,Target Hit
BANDHANBNK.NS,2025-05-12,160.33,2025-06-09,176.36,10.0,28,Target Hit
BANDHANBNK.NS,2025-06-18,181.23,2025-06-19,176.36,-2.69,1,Target Hit
BANKBARODA.NS,2020-08-12,43.9,2020-08-14,41.7,-5.01,2,Stop Loss
BANKBARODA.NS,2021-02-02,66.96,2021-02-04,73.66,10.01,2,Target Hit
BANKBARODA.NS,2021-05-12,66.91,2021-05-24,73.6,10.0,12,Target Hit
BANKBARODA.NS,2021-04-29,60.9,2021-04-30,57.86,-4.99,1,Stop Loss
BANKBARODA.NS,2021-04-30,60.45,2021-05-03,57.43,-5.0,3,Stop Loss
BANKBARODA.NS,2021-06-21,72.52,2021-06-21,68.89,-5.01,0,Stop Loss
BANKBARODA.NS,2021-11-08,92.78,2021-11-10,88.14,-5.0,2,Stop Loss
BANKBARODA.NS,2022-04-01,102.68,2022-04-25,97.55,-5.0,24,Stop Loss
BANKBARODA.NS,2022-02-23,93.82,2022-02-24,89.13,-5.0,1,Stop Loss
BANKBARODA.NS,2022-03-28,97.43,2022-04-06,107.17,10.0,9,Target Hit
BANKBARODA.NS,2022-03-17,96.57,2022-04-06,106.23,10.0,20,Target Hit
BANKBARODA.NS,2022-03-10,90.92,2022-03-29,100.01,10.0,19,Target Hit
BANKBARODA.NS,2022-07-07,95.04,2022-07-22,104.54,10.0,15,Target Hit
BANKBARODA.NS,2022-08-30,119.51,2022-09-28,113.53,-5.0,29,Stop Loss
BANKBARODA.NS,2022-10-18,126.03,2022-11-07,138.63,10.0,20,Target Hit
BANKBARODA.NS,2023-02-03,144.01,2023-02-10,158.41,10.0,7,Target Hit
BANKBARODA.NS,2023-06-19,175.21,2023-07-05,192.73,10.0,16,Target Hit
BANKBARODA.NS,2023-12-13,205.57,2024-01-30,226.13,10.0,48,Target Hit
BANKBARODA.NS,2024-08-09,240.29,2024-09-06,228.28,-5.0,28,Stop Loss
BANKBARODA.NS,2025-04-16,231.04,2025-05-06,219.49,-5.0,20,Stop Loss
BANKINDIA.NS,2020-08-27,45.2,2020-08-31,49.72,10.0,4,Target Hit
BANKINDIA.NS,2021-02-22,78.33,2021-02-22,74.41,-5.0,0,Stop Loss
BANKINDIA.NS,2021-05-14,69.22,2021-06-04,76.14,10.0,21,Target Hit
BANKINDIA.NS,2021-05-12,66.43,2021-05-19,73.07,10.0,7,Target Hit
BANKINDIA.NS,2021-05-04,64.71,2021-05-04,61.47,-5.01,0,Stop Loss
BANKINDIA.NS,2021-05-04,61.65,2021-05-12,67.82,10.01,8,Target Hit
BANKINDIA.NS,2022-04-06,47.71,2022-04-18,45.32,-5.01,12,Stop Loss
BANKINDIA.NS,2022-04-06,47.39,2022-04-19,45.02,-5.0,13,Stop Loss
BANKINDIA.NS,2022-05-23,41.44,2022-06-16,39.37,-5.0,24,Stop Loss
BANKINDIA.NS,2022-07-07,42.88,2022-07-21,47.17,10.0,14,Target Hit
BANKINDIA.NS,2022-09-08,50.38,2022-09-23,47.86,-5.0,15,Stop Loss
BANKINDIA.NS,2022-09-15,51.11,2022-09-16,48.55,-5.01,1,Stop Loss
BANKINDIA.NS,2023-07-24,83.68,2023-09-05,92.05,10.0,43,Target Hit
BANKINDIA.NS,2024-01-04,115.39,2024-01-12,126.93,10.0,8,Target Hit
BANKINDIA.NS,2024-01-19,134.19,2024-01-23,127.48,-5.0,4,Stop Loss
BANKINDIA.NS,2024-04-29,151.14,2024-05-06,143.58,-5.0,7,Stop Loss
BANKINDIA.NS,2024-02-14,130.69,2024-02-16,143.76,10.0,2,Target Hit
BANKINDIA.NS,2024-04-01,136.68,2024-04-26,150.35,10.0,25,Target Hit
BANKINDIA.NS,2024-04-25,143.21,2024-05-09,136.05,-5.0,14,Stop Loss
BANKINDIA.NS,2024-04-22,137.43,2024-04-29,151.17,10.0,7,Target Hit
BANKINDIA.NS,2025-04-01,110.45,2025-04-07,104.93,-5.0,6,Stop Loss
BANKINDIA.NS,2025-04-16,113.72,2025-05-07,108.03,-5.0,21,Stop Loss
BANKINDIA.NS,2025-05-09,110.02,2025-05-09,104.52,-5.0,0,Stop Loss
MAHABANK.NS,2021-04-13,22.16,2021-04-13,21.05,-5.01,0,Stop Loss
MAHABANK.NS,2021-04-05,18.46,2021-04-05,17.54,-4.98,0,Stop Loss
MAHABANK.NS,2021-04-13,21.3,2021-04-13,20.24,-4.98,0,Stop Loss
MAHABANK.NS,2021-06-04,23.24,2021-06-04,22.08,-4.99,0,Stop Loss
MAHABANK.NS,2021-05-06,21.78,2021-05-06,20.69,-5.0,0,Stop Loss
MAHABANK.NS,2021-04-22,19.54,2021-04-22,18.56,-5.02,0,Stop Loss
MAHABANK.NS,2021-06-21,22.25,2021-06-21,21.14,-4.99,0,Stop Loss
MAHABANK.NS,2022-01-10,17.6,2022-01-24,16.72,-5.0,14,Stop Loss
MAHABANK.NS,2022-03-28,16.05,2022-03-28,15.25,-4.98,0,Stop Loss
MAHABANK.NS,2022-03-28,15.88,2022-03-28,15.09,-4.97,0,Stop Loss
MAHABANK.NS,2022-06-16,13.94,2022-06-16,13.24,-5.02,0,Stop Loss
MAHABANK.NS,2022-09-06,16.01,2022-09-15,17.61,9.99,9,Target Hit
MAHABANK.NS,2023-10-17,46.99,2023-10-18,44.64,-5.0,1,Stop Loss
MAHABANK.NS,2023-12-05,44.47,2023-12-20,42.25,-4.99,15,Stop Loss
MAHABANK.NS,2024-02-14,56.13,2024-02-14,53.32,-5.01,0,Stop Loss
MAHABANK.NS,2024-04-24,61.55,2024-04-29,67.7,9.99,5,Target Hit
MAHABANK.NS,2024-04-22,59.38,2024-04-26,65.32,10.0,4,Target Hit
MAHABANK.NS,2024-09-23,61.22,2024-09-23,58.16,-5.0,0,Stop Loss
MAHABANK.NS,2025-01-14,48.24,2025-01-14,45.83,-5.0,0,Stop Loss
MAHABANK.NS,2025-04-16,46.09,2025-04-29,50.7,10.0,13,Target Hit
MAHABANK.NS,2025-05-12,49.87,2025-06-02,54.86,10.01,21,Target Hit
MAHABANK.NS,2025-06-17,55.17,2025-06-19,54.86,-0.56,2,Target Hit
BATAINDIA.NS,2020-09-29,1361.55,2020-09-30,1293.47,-5.0,1,Stop Loss
BATAINDIA.NS,2020-11-18,1354.57,2020-11-27,1490.03,10.0,9,Target Hit
BATAINDIA.NS,2022-02-16,1850.78,2022-02-24,1758.24,-5.0,8,Stop Loss
BATAINDIA.NS,2022-03-17,1879.49,2022-04-08,1785.52,-5.0,22,Stop Loss
BATAINDIA.NS,2022-03-16,1858.79,2022-05-09,1765.85,-5.0,54,Stop Loss
BATAINDIA.NS,2024-11-06,1363.13,2024-11-18,1294.97,-5.0,12,Stop Loss
BATAINDIA.NS,2025-04-09,1234.3,2025-06-19,1294.97,4.92,71,Stop Loss
BAYERCROP.NS,2021-12-06,4381.29,2022-01-25,4819.42,10.0,50,Target Hit
BAYERCROP.NS,2022-03-31,4590.26,2022-03-31,4360.75,-5.0,0,Stop Loss
BAYERCROP.NS,2022-08-24,4969.08,2022-09-16,4720.63,-5.0,23,Stop Loss
BAYERCROP.NS,2022-08-30,5051.63,2022-09-08,4799.05,-5.0,9,Stop Loss
BAYERCROP.NS,2024-03-26,5074.49,2024-04-15,5581.94,10.0,20,Target Hit
